dataset,species,source_filepath,cache_path,n_points,plant_id,scan_date,is_annotated,n_raw,n_after_outlier_removal,n_outliers_removed,n_predecimated,n_final,norm_scale,norm_center_x,norm_center_y,norm_center_z
Crops3D,Maize,../data/crops3d/Maize/2-12.ply,../data/preprocessed/Crops3D/Maize/2-12.npz,4096,,,,80104,77058,3046,8035,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-120.ply,../data/preprocessed/Crops3D/Maize/2-120.npz,4096,,,,60084,56851,3233,10231,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-122.ply,../data/preprocessed/Crops3D/Maize/2-122.npz,4096,,,,24672,23578,1094,23578,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-123.ply,../data/preprocessed/Crops3D/Maize/2-123.npz,4096,,,,30127,28613,1514,28613,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-124.ply,../data/preprocessed/Crops3D/Maize/2-124.npz,4096,,,,25122,24163,959,24163,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-126.ply,../data/preprocessed/Crops3D/Maize/2-126.npz,4096,,,,14127,13536,591,13536,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-127.ply,../data/preprocessed/Crops3D/Maize/2-127.npz,4096,,,,14816,14164,652,14164,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-128.ply,../data/preprocessed/Crops3D/Maize/2-128.npz,4096,,,,23032,22293,739,22293,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-129.ply,../data/preprocessed/Crops3D/Maize/2-129.npz,4096,,,,42738,41264,1474,41264,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-13.ply,../data/preprocessed/Crops3D/Maize/2-13.npz,4096,,,,26135,25472,663,25472,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-130.ply,../data/preprocessed/Crops3D/Maize/2-130.npz,4096,,,,34335,33060,1275,33060,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-131.ply,../data/preprocessed/Crops3D/Maize/2-131.npz,4096,,,,38021,36623,1398,36623,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-132.ply,../data/preprocessed/Crops3D/Maize/2-132.npz,4096,,,,31287,30322,965,30322,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-133.ply,../data/preprocessed/Crops3D/Maize/2-133.npz,4096,,,,29992,29503,489,29503,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-134.ply,../data/preprocessed/Crops3D/Maize/2-134.npz,4096,,,,13285,12922,363,12922,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-136.ply,../data/preprocessed/Crops3D/Maize/2-136.npz,4096,,,,27109,26157,952,26157,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-137.ply,../data/preprocessed/Crops3D/Maize/2-137.npz,4096,,,,181182,172354,8828,8243,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-138.ply,../data/preprocessed/Crops3D/Maize/2-138.npz,4096,,,,37944,36962,982,36962,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-14.ply,../data/preprocessed/Crops3D/Maize/2-14.npz,4096,,,,59116,56254,2862,7328,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-140.ply,../data/preprocessed/Crops3D/Maize/2-140.npz,4096,,,,14092,13345,747,13345,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-141.ply,../data/preprocessed/Crops3D/Maize/2-141.npz,4096,,,,82740,79195,3545,4772,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-142.ply,../data/preprocessed/Crops3D/Maize/2-142.npz,4096,,,,298997,285885,13112,7946,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-144.ply,../data/preprocessed/Crops3D/Maize/2-144.npz,4096,,,,44339,41972,2367,41972,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-145.ply,../data/preprocessed/Crops3D/Maize/2-145.npz,4096,,,,79550,76051,3499,7269,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-148.ply,../data/preprocessed/Crops3D/Maize/2-148.npz,4096,,,,20776,20001,775,20001,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-149.ply,../data/preprocessed/Crops3D/Maize/2-149.npz,4096,,,,36424,35185,1239,35185,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-16.ply,../data/preprocessed/Crops3D/Maize/2-16.npz,4096,,,,34230,32532,1698,32532,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-17.ply,../data/preprocessed/Crops3D/Maize/2-17.npz,4096,,,,47469,45668,1801,45668,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-18.ply,../data/preprocessed/Crops3D/Maize/2-18.npz,4096,,,,30801,29936,865,29936,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-2.ply,../data/preprocessed/Crops3D/Maize/2-2.npz,4096,,,,65941,63221,2720,10317,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-20.ply,../data/preprocessed/Crops3D/Maize/2-20.npz,4096,,,,32291,31182,1109,31182,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-21.ply,../data/preprocessed/Crops3D/Maize/2-21.npz,4096,,,,45964,43938,2026,43938,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-22.ply,../data/preprocessed/Crops3D/Maize/2-22.npz,4096,,,,52080,50682,1398,7662,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-23.ply,../data/preprocessed/Crops3D/Maize/2-23.npz,4096,,,,34275,33148,1127,33148,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-24.ply,../data/preprocessed/Crops3D/Maize/2-24.npz,4096,,,,22797,21968,829,21968,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-25.ply,../data/preprocessed/Crops3D/Maize/2-25.npz,4096,,,,44207,42082,2125,42082,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-26.ply,../data/preprocessed/Crops3D/Maize/2-26.npz,4096,,,,54983,52143,2840,8265,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-28.ply,../data/preprocessed/Crops3D/Maize/2-28.npz,4096,,,,42476,40945,1531,40945,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-29.ply,../data/preprocessed/Crops3D/Maize/2-29.npz,4096,,,,91199,86430,4769,9880,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-3.ply,../data/preprocessed/Crops3D/Maize/2-3.npz,4096,,,,72965,69227,3738,8602,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-31.ply,../data/preprocessed/Crops3D/Maize/2-31.npz,4096,,,,55949,53478,2471,11414,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-32.ply,../data/preprocessed/Crops3D/Maize/2-32.npz,4096,,,,40678,38501,2177,38501,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-33.ply,../data/preprocessed/Crops3D/Maize/2-33.npz,4096,,,,30473,29672,801,29672,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-34.ply,../data/preprocessed/Crops3D/Maize/2-34.npz,4096,,,,29830,28375,1455,28375,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-35.ply,../data/preprocessed/Crops3D/Maize/2-35.npz,4096,,,,25363,23963,1400,23963,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-36.ply,../data/preprocessed/Crops3D/Maize/2-36.npz,4096,,,,61225,57948,3277,13534,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-37.ply,../data/preprocessed/Crops3D/Maize/2-37.npz,4096,,,,43421,40886,2535,40886,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-39.ply,../data/preprocessed/Crops3D/Maize/2-39.npz,4096,,,,52775,50689,2086,9286,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-4.ply,../data/preprocessed/Crops3D/Maize/2-4.npz,4096,,,,62243,58896,3347,9112,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-5.ply,../data/preprocessed/Crops3D/Maize/2-5.npz,4096,,,,88726,86054,2672,6081,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-50.ply,../data/preprocessed/Crops3D/Maize/2-50.npz,4096,,,,148650,142474,6176,9421,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-51.ply,../data/preprocessed/Crops3D/Maize/2-51.npz,4096,,,,115892,111563,4329,7942,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-52.ply,../data/preprocessed/Crops3D/Maize/2-52.npz,4096,,,,106737,102128,4609,8138,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-53.ply,../data/preprocessed/Crops3D/Maize/2-53.npz,4096,,,,92085,88245,3840,8239,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-54.ply,../data/preprocessed/Crops3D/Maize/2-54.npz,4096,,,,100053,96219,3834,8030,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-56.ply,../data/preprocessed/Crops3D/Maize/2-56.npz,4096,,,,87412,83017,4395,8690,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-57.ply,../data/preprocessed/Crops3D/Maize/2-57.npz,4096,,,,68926,66193,2733,7545,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-58.ply,../data/preprocessed/Crops3D/Maize/2-58.npz,4096,,,,55020,53215,1805,6636,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-59.ply,../data/preprocessed/Crops3D/Maize/2-59.npz,4096,,,,37260,35998,1262,35998,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-6.ply,../data/preprocessed/Crops3D/Maize/2-6.npz,4096,,,,75681,71934,3747,10571,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-60.ply,../data/preprocessed/Crops3D/Maize/2-60.npz,4096,,,,50228,48858,1370,48858,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-61.ply,../data/preprocessed/Crops3D/Maize/2-61.npz,4096,,,,35486,34425,1061,34425,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-62.ply,../data/preprocessed/Crops3D/Maize/2-62.npz,4096,,,,41076,39379,1697,39379,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-63.ply,../data/preprocessed/Crops3D/Maize/2-63.npz,4096,,,,30135,28876,1259,28876,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-64.ply,../data/preprocessed/Crops3D/Maize/2-64.npz,4096,,,,28247,27363,884,27363,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-65.ply,../data/preprocessed/Crops3D/Maize/2-65.npz,4096,,,,39678,38253,1425,38253,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-66.ply,../data/preprocessed/Crops3D/Maize/2-66.npz,4096,,,,34255,32866,1389,32866,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-67.ply,../data/preprocessed/Crops3D/Maize/2-67.npz,4096,,,,51591,49399,2192,49399,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-68.ply,../data/preprocessed/Crops3D/Maize/2-68.npz,4096,,,,44010,42328,1682,42328,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-69.ply,../data/preprocessed/Crops3D/Maize/2-69.npz,4096,,,,55809,53896,1913,7445,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-7.ply,../data/preprocessed/Crops3D/Maize/2-7.npz,4096,,,,82375,78075,4300,10191,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-70.ply,../data/preprocessed/Crops3D/Maize/2-70.npz,4096,,,,42207,40854,1353,40854,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-71.ply,../data/preprocessed/Crops3D/Maize/2-71.npz,4096,,,,75065,70886,4179,6476,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-75.ply,../data/preprocessed/Crops3D/Maize/2-75.npz,4096,,,,102311,98061,4250,7415,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-76.ply,../data/preprocessed/Crops3D/Maize/2-76.npz,4096,,,,111562,106819,4743,7823,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-77.ply,../data/preprocessed/Crops3D/Maize/2-77.npz,4096,,,,91798,88709,3089,8549,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-78.ply,../data/preprocessed/Crops3D/Maize/2-78.npz,4096,,,,92653,89401,3252,8811,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-79.ply,../data/preprocessed/Crops3D/Maize/2-79.npz,4096,,,,100564,96516,4048,6826,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-8.ply,../data/preprocessed/Crops3D/Maize/2-8.npz,4096,,,,115764,111544,4220,8887,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-80.ply,../data/preprocessed/Crops3D/Maize/2-80.npz,4096,,,,115131,111353,3778,6095,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-81.ply,../data/preprocessed/Crops3D/Maize/2-81.npz,4096,,,,182053,174734,7319,8986,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-83.ply,../data/preprocessed/Crops3D/Maize/2-83.npz,4096,,,,135147,129681,5466,6137,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-84.ply,../data/preprocessed/Crops3D/Maize/2-84.npz,4096,,,,147849,141686,6163,7442,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-85.ply,../data/preprocessed/Crops3D/Maize/2-85.npz,4096,,,,89092,85812,3280,6184,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-86.ply,../data/preprocessed/Crops3D/Maize/2-86.npz,4096,,,,99262,95872,3390,9496,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-87.ply,../data/preprocessed/Crops3D/Maize/2-87.npz,4096,,,,161806,155325,6481,10355,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-88.ply,../data/preprocessed/Crops3D/Maize/2-88.npz,4096,,,,130196,124557,5639,9690,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-89.ply,../data/preprocessed/Crops3D/Maize/2-89.npz,4096,,,,135018,129068,5950,7525,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/2-9.ply,../data/preprocessed/Crops3D/Maize/2-9.npz,4096,,,,129104,123687,5417,7217,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-1.ply,../data/preprocessed/Crops3D/Maize/3-1.npz,4096,,,,48993,46458,2535,46458,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-10.ply,../data/preprocessed/Crops3D/Maize/3-10.npz,4096,,,,48705,46871,1834,46871,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-11.ply,../data/preprocessed/Crops3D/Maize/3-11.npz,4096,,,,94839,92835,2004,6242,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-12.ply,../data/preprocessed/Crops3D/Maize/3-12.npz,4096,,,,82370,79706,2664,79706,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-13.ply,../data/preprocessed/Crops3D/Maize/3-13.npz,4096,,,,179827,175982,3845,5383,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-14.ply,../data/preprocessed/Crops3D/Maize/3-14.npz,4096,,,,163214,157978,5236,5079,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-15.ply,../data/preprocessed/Crops3D/Maize/3-15.npz,4096,,,,132528,130560,1968,130560,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-16.ply,../data/preprocessed/Crops3D/Maize/3-16.npz,4096,,,,63690,61190,2500,4158,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-17.ply,../data/preprocessed/Crops3D/Maize/3-17.npz,4096,,,,68112,66177,1935,4837,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-18.ply,../data/preprocessed/Crops3D/Maize/3-18.npz,4096,,,,73555,71052,2503,71052,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-19.ply,../data/preprocessed/Crops3D/Maize/3-19.npz,4096,,,,12082,11684,398,11684,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-2.ply,../data/preprocessed/Crops3D/Maize/3-2.npz,4096,,,,105398,99540,5858,9758,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-21.ply,../data/preprocessed/Crops3D/Maize/3-21.npz,4096,,,,21561,21167,394,21167,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-22.ply,../data/preprocessed/Crops3D/Maize/3-22.npz,4096,,,,25886,25088,798,25088,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-23.ply,../data/preprocessed/Crops3D/Maize/3-23.npz,4096,,,,29738,29158,580,29158,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-24.ply,../data/preprocessed/Crops3D/Maize/3-24.npz,4096,,,,18829,18281,548,18281,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-26.ply,../data/preprocessed/Crops3D/Maize/3-26.npz,4096,,,,42067,40932,1135,40932,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-27.ply,../data/preprocessed/Crops3D/Maize/3-27.npz,4096,,,,22497,22209,288,22209,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-28.ply,../data/preprocessed/Crops3D/Maize/3-28.npz,4096,,,,38482,37011,1471,37011,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-29.ply,../data/preprocessed/Crops3D/Maize/3-29.npz,4096,,,,52977,50984,1993,4586,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-3.ply,../data/preprocessed/Crops3D/Maize/3-3.npz,4096,,,,77642,73497,4145,8003,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-30.ply,../data/preprocessed/Crops3D/Maize/3-30.npz,4096,,,,39793,38213,1580,38213,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-31.ply,../data/preprocessed/Crops3D/Maize/3-31.npz,4096,,,,36782,35923,859,35923,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-32.ply,../data/preprocessed/Crops3D/Maize/3-32.npz,4096,,,,37500,36634,866,36634,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-33.ply,../data/preprocessed/Crops3D/Maize/3-33.npz,4096,,,,36810,35733,1077,35733,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-34.ply,../data/preprocessed/Crops3D/Maize/3-34.npz,4096,,,,45925,44619,1306,44619,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-35.ply,../data/preprocessed/Crops3D/Maize/3-35.npz,4096,,,,30615,29930,685,29930,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-36.ply,../data/preprocessed/Crops3D/Maize/3-36.npz,4096,,,,28807,28104,703,28104,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-37.ply,../data/preprocessed/Crops3D/Maize/3-37.npz,4096,,,,33986,33180,806,33180,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-38.ply,../data/preprocessed/Crops3D/Maize/3-38.npz,4096,,,,37541,36321,1220,36321,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-39.ply,../data/preprocessed/Crops3D/Maize/3-39.npz,4096,,,,38148,37062,1086,37062,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-4.ply,../data/preprocessed/Crops3D/Maize/3-4.npz,4096,,,,43252,41108,2144,41108,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-40.ply,../data/preprocessed/Crops3D/Maize/3-40.npz,4096,,,,84565,83849,716,4395,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-41.ply,../data/preprocessed/Crops3D/Maize/3-41.npz,4096,,,,42722,41531,1191,41531,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-42.ply,../data/preprocessed/Crops3D/Maize/3-42.npz,4096,,,,136554,130766,5788,8451,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-43.ply,../data/preprocessed/Crops3D/Maize/3-43.npz,4096,,,,148467,141697,6770,7077,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-44.ply,../data/preprocessed/Crops3D/Maize/3-44.npz,4096,,,,183273,175597,7676,6456,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-45.ply,../data/preprocessed/Crops3D/Maize/3-45.npz,4096,,,,185508,177821,7687,10101,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-46.ply,../data/preprocessed/Crops3D/Maize/3-46.npz,4096,,,,94000,89622,4378,9664,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-47.ply,../data/preprocessed/Crops3D/Maize/3-47.npz,4096,,,,103672,98808,4864,8080,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-48.ply,../data/preprocessed/Crops3D/Maize/3-48.npz,4096,,,,101522,97154,4368,8109,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-49.ply,../data/preprocessed/Crops3D/Maize/3-49.npz,4096,,,,90349,86154,4195,7511,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-5.ply,../data/preprocessed/Crops3D/Maize/3-5.npz,4096,,,,52668,50331,2337,10824,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-50.ply,../data/preprocessed/Crops3D/Maize/3-50.npz,4096,,,,92474,87236,5238,7532,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-51.ply,../data/preprocessed/Crops3D/Maize/3-51.npz,4096,,,,83031,79117,3914,8671,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-52.ply,../data/preprocessed/Crops3D/Maize/3-52.npz,4096,,,,60291,57534,2757,7826,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-53.ply,../data/preprocessed/Crops3D/Maize/3-53.npz,4096,,,,70057,66838,3219,6858,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-54.ply,../data/preprocessed/Crops3D/Maize/3-54.npz,4096,,,,37006,35476,1530,35476,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-55.ply,../data/preprocessed/Crops3D/Maize/3-55.npz,4096,,,,50061,48447,1614,48447,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-56.ply,../data/preprocessed/Crops3D/Maize/3-56.npz,4096,,,,44084,42486,1598,42486,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-57.ply,../data/preprocessed/Crops3D/Maize/3-57.npz,4096,,,,50543,48588,1955,48588,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-58.ply,../data/preprocessed/Crops3D/Maize/3-58.npz,4096,,,,34843,33486,1357,33486,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-59.ply,../data/preprocessed/Crops3D/Maize/3-59.npz,4096,,,,37313,35729,1584,35729,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-6.ply,../data/preprocessed/Crops3D/Maize/3-6.npz,4096,,,,40923,39078,1845,39078,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-60.ply,../data/preprocessed/Crops3D/Maize/3-60.npz,4096,,,,27112,26368,744,26368,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-61.ply,../data/preprocessed/Crops3D/Maize/3-61.npz,4096,,,,29861,28625,1236,28625,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-7.ply,../data/preprocessed/Crops3D/Maize/3-7.npz,4096,,,,70589,67859,2730,11012,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-8.ply,../data/preprocessed/Crops3D/Maize/3-8.npz,4096,,,,72003,68462,3541,8695,4096,,,,
Crops3D,Maize,../data/crops3d/Maize/3-9.ply,../data/preprocessed/Crops3D/Maize/3-9.npz,4096,,,,49481,47238,2243,47238,4096,,,,
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0313_a.npz,4096,M01,313.0,True,1554168,1494921,59247,16163,4096,71.5809326171875,-42.35676574707031,-741.1043701171875,-1.7753342390060425
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0314.txt,../data/preprocessed/Pheno4D/Maize/M01_0314.npz,4096,M01,314.0,False,1641908,1579008,62900,15772,4096,79.5180435180664,-45.27008819580078,-740.9192504882812,0.0946299135684967
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0315_a.npz,4096,M01,315.0,True,1301557,1248996,52561,12031,4096,102.8052749633789,-43.335697174072266,-741.0208740234375,5.347075462341309
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0316.txt,../data/preprocessed/Pheno4D/Maize/M01_0316.npz,4096,M01,316.0,False,1026080,982706,43374,11074,4096,119.9432144165039,-44.29904556274414,-743.4691772460938,14.917282104492188
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0317_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0317_a.npz,4096,M01,317.0,True,803846,772833,31013,11307,4096,157.0481719970703,-47.32119369506836,-739.0413208007812,20.813512802124023
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0318.txt,../data/preprocessed/Pheno4D/Maize/M01_0318.npz,4096,M01,318.0,False,337476,324655,12821,4230,4096,142.52969360351562,-49.25462341308594,-738.7933959960938,104.01509857177734
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0319_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0319_a.npz,4096,M01,319.0,True,860826,827419,33407,7203,4096,230.595947265625,-46.61691665649414,-740.939697265625,52.29488754272461
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0320.txt,../data/preprocessed/Pheno4D/Maize/M01_0320.npz,4096,M01,320.0,False,527758,509074,18684,4215,4096,194.5997772216797,-18.535276412963867,-789.9400024414062,149.89822387695312
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0321_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0321_a.npz,4096,M01,321.0,True,1114990,1070738,44252,6049,4096,252.20364379882812,-56.465389251708984,-770.976806640625,102.77767944335938
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0322.txt,../data/preprocessed/Pheno4D/Maize/M01_0322.npz,4096,M01,322.0,False,805391,775085,30306,4290,4096,238.23611450195312,-43.73575210571289,-764.024658203125,154.8748779296875
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0324_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0324_a.npz,4096,M01,324.0,True,1214597,1175061,39536,4322,4096,275.86004638671875,-57.831634521484375,-784.4302368164062,176.69613647460938
Pheno4D,Maize,../data/pheno4d/Maize01/M01_0325_a.txt,../data/preprocessed/Pheno4D/Maize/M01_0325_a.npz,4096,M01,325.0,True,1407956,1357937,50019,4579,4096,263.45709228515625,-60.09364318847656,-796.2122802734375,178.2646484375
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0313_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0313_a.npz,4096,M02,313.0,True,1729943,1658857,71086,14277,4096,90.02522277832031,-41.308841705322266,-738.5985107421875,2.9213109016418457
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0314.txt,../data/preprocessed/Pheno4D/Maize/M02_0314.npz,4096,M02,314.0,False,1432436,1378845,53591,15299,4096,100.9099349975586,-41.931697845458984,-740.2752685546875,7.215628147125244
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0315_a.txt,../data/preprocessed/Pheno4D/Maize/M02_0315_a.npz,4096,M02,315.0,True,1441265,1380794,60471,13082,4096,117.5174789428711,-38.22340393066406,-743.3770751953125,12.631546974182129
Pheno4D,Maize,../data/pheno4d/Maize02/M02_0316.txt,../data/preprocessed/Pheno4D/Maize/M02_0316.npz,4096,M02,316.0,False,1407769,1351538,56231,12551,4096,145.5885467529297,-41.39603042602539,-742.3031005859375,17.647005081176758
