dataset,species,filepath,n_points,plant_id,scan_date,is_annotated
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0322.txt,585356,M05,0322,False
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0324_a.txt,1172940,M05,0324,True
Pheno4D,Maize,../data/pheno4d/Maize05/M05_0325_a.txt,1025838,M05,0325,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0313_a.txt,1448529,M06,0313,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0314.txt,2245774,M06,0314,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0315_a.txt,1678327,M06,0315,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0316.txt,842632,M06,0316,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0317_a.txt,672008,M06,0317,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0318.txt,746844,M06,0318,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0319_a.txt,652803,M06,0319,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0320.txt,899413,M06,0320,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0321_a.txt,921660,M06,0321,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0322.txt,688301,M06,0322,False
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0324_a.txt,1108459,M06,0324,True
Pheno4D,Maize,../data/pheno4d/Maize06/M06_0325_a.txt,830456,M06,0325,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0313_a.txt,1568143,M07,0313,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0314.txt,1350651,M07,0314,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0315_a.txt,1465342,M07,0315,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0316.txt,1299126,M07,0316,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0317_a.txt,708192,M07,0317,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0318.txt,606826,M07,0318,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0319_a.txt,852409,M07,0319,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0320.txt,974427,M07,0320,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0321_a.txt,1133557,M07,0321,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0322.txt,1395651,M07,0322,False
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0324_a.txt,1308211,M07,0324,True
Pheno4D,Maize,../data/pheno4d/Maize07/M07_0325_a.txt,1214597,M07,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0305_a.txt,1962709,T01,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0306.txt,2333758,T01,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0307_a.txt,1921834,T01,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0308.txt,2235404,T01,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0309_a.txt,2177884,T01,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0310.txt,2021358,T01,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0311_a.txt,2080173,T01,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0312.txt,2364898,T01,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0313_a.txt,1924288,T01,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0314.txt,2590126,T01,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0315_a.txt,2438364,T01,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0316.txt,2338321,T01,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0317_a.txt,2450405,T01,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0318.txt,3315180,T01,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0319_a.txt,2476596,T01,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0320.txt,2049497,T01,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0321_a.txt,1672545,T01,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0322.txt,3549532,T01,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0324_a.txt,2932759,T01,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato01/T01_0325_a.txt,3011661,T01,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0305_a.txt,1518307,T02,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0306.txt,2123798,T02,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0307_a.txt,2660027,T02,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0308.txt,2489847,T02,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0309_a.txt,2530683,T02,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0310.txt,2522145,T02,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0311_a.txt,2801320,T02,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0312.txt,1893636,T02,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0313_a.txt,3583327,T02,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0314.txt,2498242,T02,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0315_a.txt,2136519,T02,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0316.txt,1971875,T02,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0317_a.txt,2842484,T02,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0318.txt,3396696,T02,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0319_a.txt,1542285,T02,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0320.txt,2133645,T02,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0321_a.txt,1774166,T02,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0322.txt,2735081,T02,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0324_a.txt,3311762,T02,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato02/T02_0325_a.txt,3455376,T02,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0305_a.txt,2024746,T03,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0306.txt,2457729,T03,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0307_a.txt,2673752,T03,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0308.txt,2299721,T03,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0309_a.txt,2412331,T03,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0310.txt,2389863,T03,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0311_a.txt,2386657,T03,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0312.txt,1996780,T03,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0313_a.txt,2166698,T03,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0314.txt,2267503,T03,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0315_a.txt,2269652,T03,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0316.txt,1667946,T03,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0317_a.txt,2403404,T03,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0318.txt,1628528,T03,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0319_a.txt,1903782,T03,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0320.txt,1889877,T03,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0321_a.txt,1899495,T03,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0322.txt,2884319,T03,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0324_a.txt,4502437,T03,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato03/T03_0325_a.txt,4146489,T03,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0305_a.txt,1813293,T04,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0306.txt,2491347,T04,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0307_a.txt,3343187,T04,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0308.txt,1856194,T04,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0309_a.txt,2297741,T04,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0310.txt,1960647,T04,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0311_a.txt,2003117,T04,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0312.txt,1923093,T04,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0313_a.txt,3593893,T04,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0314.txt,2099076,T04,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0315_a.txt,2154627,T04,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0316.txt,2040786,T04,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0317_a.txt,2083265,T04,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0318.txt,2151284,T04,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0319_a.txt,1499710,T04,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0320.txt,2287063,T04,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0321_a.txt,1723118,T04,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0322.txt,2619417,T04,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0324_a.txt,4049020,T04,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato04/T04_0325_a.txt,3426328,T04,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0305_a.txt,2016700,T05,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0306.txt,2558807,T05,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0307_a.txt,3327492,T05,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0308.txt,2419573,T05,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0309_a.txt,2816615,T05,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0310.txt,2460256,T05,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0311_a.txt,2515717,T05,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0312.txt,2586076,T05,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0313_a.txt,2255599,T05,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0314.txt,2148880,T05,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0315_a.txt,2191286,T05,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0316.txt,2166174,T05,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0317_a.txt,2611675,T05,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0318.txt,2145034,T05,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0319_a.txt,2057554,T05,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0320.txt,2469853,T05,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0321_a.txt,2319345,T05,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0322.txt,2474549,T05,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0324_a.txt,3877484,T05,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato05/T05_0325_a.txt,4498453,T05,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0305_a.txt,2237837,T06,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0306.txt,2563555,T06,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0307_a.txt,2746808,T06,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0308.txt,2502304,T06,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0309_a.txt,1995551,T06,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0310.txt,2307607,T06,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0311_a.txt,1993346,T06,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0312.txt,2245004,T06,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0313_a.txt,4278147,T06,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0314.txt,2537335,T06,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0315_a.txt,1855157,T06,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0316.txt,2315970,T06,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0317_a.txt,1803032,T06,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0318.txt,2300132,T06,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0319_a.txt,1798015,T06,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0320.txt,1739445,T06,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0321_a.txt,1901851,T06,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0322.txt,1826183,T06,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0324_a.txt,3386930,T06,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato06/T06_0325_a.txt,2776058,T06,0325,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0305_a.txt,2515450,T07,0305,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0306.txt,3496633,T07,0306,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0307_a.txt,2650504,T07,0307,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0308.txt,2267686,T07,0308,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0309_a.txt,3378506,T07,0309,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0310.txt,2743191,T07,0310,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0311_a.txt,2630179,T07,0311,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0312.txt,2746612,T07,0312,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0313_a.txt,2804842,T07,0313,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0314.txt,2620370,T07,0314,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0315_a.txt,2065210,T07,0315,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0316.txt,2467638,T07,0316,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0317_a.txt,2153139,T07,0317,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0318.txt,1403015,T07,0318,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0319_a.txt,2021437,T07,0319,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0320.txt,1763300,T07,0320,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0321_a.txt,1858483,T07,0321,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0322.txt,2193216,T07,0322,False
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0324_a.txt,3722560,T07,0324,True
Pheno4D,Tomato,../data/pheno4d/Tomato07/T07_0325_a.txt,4178994,T07,0325,True
