plant_id,species,scan_date,source_filepath,height,stem_diameter,leaf_area,leaf_count,volume,n_soil_pts,n_stem_pts,n_leaf_pts,stem_frac_of_points,stem_leaf_boundary_low_confidence
T04,Tomato,318.0,../data/pheno4d/Tomato04/T04_0318.txt,71.40819386861494,5.683672201134371,3996.3305061488973,5.0,281669.9586723287,2169,651,1276,0.158935546875,False
T04,Tomato,319.0,../data/pheno4d/Tomato04/T04_0319_a.txt,74.6844032298718,20.412670365331454,4931.400984818654,6.0,383731.0341251679,1402,837,1857,0.204345703125,False
T04,Tomato,320.0,../data/pheno4d/Tomato04/T04_0320.txt,87.63750031399013,22.811577041500534,3140.9956516827024,10.0,530884.2845532703,1398,1733,965,0.423095703125,False
T04,Tomato,321.0,../data/pheno4d/Tomato04/T04_0321_a.txt,87.90480074983861,7.325663640362948,5147.275310839933,8.0,596688.6786410774,1176,1320,1600,0.322265625,False
T04,Tomato,322.0,../data/pheno4d/Tomato04/T04_0322.txt,99.27870228482607,40.06321128748512,6092.221582838802,8.0,834614.4783980488,604,1824,1668,0.4453125,False
T04,Tomato,324.0,../data/pheno4d/Tomato04/T04_0324_a.txt,122.9363057963401,220.20164604249067,8835.094051929937,12.0,1363428.541650775,637,1583,1876,0.386474609375,True
T04,Tomato,325.0,../data/pheno4d/Tomato04/T04_0325_a.txt,128.28550067429114,18.534375358823084,14829.648875950674,7.0,1722358.2832189915,516,891,2689,0.217529296875,False
T05,Tomato,305.0,../data/pheno4d/Tomato05/T05_0305_a.txt,38.68340023954488,19.707642175622144,8419.06059750754,4.0,159324.85187213772,65,242,3789,0.05908203125,False
T05,Tomato,306.0,../data/pheno4d/Tomato05/T05_0306.txt,45.20610115330612,5.1849140506988745,8798.151156407053,1.0,163904.9421966369,243,221,3632,0.053955078125,False
T05,Tomato,307.0,../data/pheno4d/Tomato05/T05_0307_a.txt,46.66370050392004,19.888688211955298,9214.37754145086,2.0,178833.367126535,82,321,3693,0.078369140625,False
T05,Tomato,308.0,../data/pheno4d/Tomato05/T05_0308.txt,45.8128024734217,23.56657495677439,8271.735039079696,1.0,181624.01198288478,202,376,3518,0.091796875,False
T05,Tomato,309.0,../data/pheno4d/Tomato05/T05_0309_a.txt,49.474999183086766,25.984954623795588,7809.890411018429,3.0,195306.7771453361,687,438,2971,0.10693359375,False
T05,Tomato,310.0,../data/pheno4d/Tomato05/T05_0310.txt,51.71059907441179,25.54837757349238,4841.629460960809,10.0,223429.88319623625,2099,541,1456,0.132080078125,False
T05,Tomato,311.0,../data/pheno4d/Tomato05/T05_0311_a.txt,57.5814989333976,19.166062806648284,1978.217631571747,10.0,251040.3997004815,2809,583,704,0.142333984375,False
T05,Tomato,312.0,../data/pheno4d/Tomato05/T05_0312.txt,58.99739993986532,21.482232888058718,5409.71361512583,9.0,293807.5129415739,2139,652,1305,0.1591796875,False
T05,Tomato,313.0,../data/pheno4d/Tomato05/T05_0313_a.txt,65.58049990884729,26.43916515852727,979.5435062636991,12.0,327034.8381424599,2775,803,518,0.196044921875,False
T05,Tomato,314.0,../data/pheno4d/Tomato05/T05_0314.txt,64.17650086982667,21.83999311978811,1999.4722450803933,7.0,173384.7600638356,2534,586,976,0.14306640625,False
T05,Tomato,315.0,../data/pheno4d/Tomato05/T05_0315_a.txt,75.1022024107915,16.968010867882533,1780.9880718832578,8.0,254271.6190963355,2471,900,725,0.2197265625,False
T05,Tomato,316.0,../data/pheno4d/Tomato05/T05_0316.txt,75.88829574815168,8.008831200909542,2738.467969696026,4.0,338995.89607730985,2048,979,1069,0.239013671875,False
T05,Tomato,317.0,../data/pheno4d/Tomato05/T05_0317_a.txt,86.53010157538893,14.371796491817888,4052.3368942140683,4.0,485984.2999855987,1598,1080,1418,0.263671875,False
T05,Tomato,318.0,../data/pheno4d/Tomato05/T05_0318.txt,84.38089759987633,7.618334120060516,6115.25939569846,5.0,664996.7207195035,1378,918,1800,0.22412109375,False
T05,Tomato,319.0,../data/pheno4d/Tomato05/T05_0319_a.txt,102.94720526750143,6.148367074003024,6578.88153525954,6.0,859312.5975360748,1205,1133,1758,0.276611328125,False
T05,Tomato,320.0,../data/pheno4d/Tomato05/T05_0320.txt,103.69630501462052,64.81825661111988,5510.042500083644,12.0,1168932.1232761305,862,1775,1459,0.433349609375,False
T05,Tomato,321.0,../data/pheno4d/Tomato05/T05_0321_a.txt,108.94110017512958,6.57626548821236,10603.006622119901,5.0,1528487.8575386554,1005,933,2158,0.227783203125,False
T05,Tomato,322.0,../data/pheno4d/Tomato05/T05_0322.txt,139.49499797968747,74.44412093636943,9493.279139665052,12.0,1879152.6949694876,557,1760,1779,0.4296875,False
T05,Tomato,324.0,../data/pheno4d/Tomato05/T05_0324_a.txt,153.46009816473907,8.764159612469241,19172.71092884981,6.0,2923269.9352899855,482,888,2726,0.216796875,False
T05,Tomato,325.0,../data/pheno4d/Tomato05/T05_0325_a.txt,173.57200179076426,35.55506256697691,20652.992346005558,5.0,3800760.5994099504,140,1098,2858,0.26806640625,False
T06,Tomato,305.0,../data/pheno4d/Tomato06/T06_0305_a.txt,34.670300139083736,20.229918142228293,3425.237808940924,13.0,131264.3910939918,2360,216,1520,0.052734375,False
T06,Tomato,306.0,../data/pheno4d/Tomato06/T06_0306.txt,40.39609638945831,30.069874301925203,675.0794530956696,7.0,132218.4105802158,3291,394,411,0.09619140625,False
T06,Tomato,307.0,../data/pheno4d/Tomato06/T06_0307_a.txt,44.49680453773885,21.16269890261127,479.73369742247814,1.0,28333.483893462828,3415,375,306,0.091552734375,False
T06,Tomato,308.0,../data/pheno4d/Tomato06/T06_0308.txt,40.21600048363348,17.202635255271705,617.4590603255649,6.0,108748.71980330629,3234,416,446,0.1015625,False
T06,Tomato,309.0,../data/pheno4d/Tomato06/T06_0309_a.txt,44.30769769915537,17.658670643244815,710.019181905146,2.0,70946.6205882958,3212,428,456,0.1044921875,False
T06,Tomato,310.0,../data/pheno4d/Tomato06/T06_0310.txt,44.67970254427735,17.710629403531396,1095.300216954484,8.0,170505.64926224845,2987,484,625,0.1181640625,False
T06,Tomato,311.0,../data/pheno4d/Tomato06/T06_0311_a.txt,46.40639896563681,18.68966110596012,441.34590937836947,4.0,95236.47349305832,3209,609,278,0.148681640625,False
T06,Tomato,312.0,../data/pheno4d/Tomato06/T06_0312.txt,51.33089615443123,26.01424228712741,579.2187759971381,7.0,238164.4361600308,3018,632,446,0.154296875,False
T06,Tomato,313.0,../data/pheno4d/Tomato06/T06_0313_a.txt,53.153098541792474,41.65685904170771,1002.7943609122627,9.0,292034.8373255029,2798,740,558,0.1806640625,False
T06,Tomato,314.0,../data/pheno4d/Tomato06/T06_0314.txt,55.59309714241999,29.194002629134154,1302.4648317393066,6.0,125485.41772388518,2979,566,551,0.13818359375,False
T06,Tomato,315.0,../data/pheno4d/Tomato06/T06_0315_a.txt,62.77650268232094,22.222143387781642,1687.0970673808333,8.0,183794.4124438941,2660,701,735,0.171142578125,False
T06,Tomato,316.0,../data/pheno4d/Tomato06/T06_0316.txt,71.9915988495975,21.61355402973768,1846.4252044780474,10.0,218126.45709079618,2433,880,783,0.21484375,False
T06,Tomato,317.0,../data/pheno4d/Tomato06/T06_0317_a.txt,66.94859750921069,18.099747756746446,3203.2952318563653,6.0,271142.920228528,1776,773,1547,0.188720703125,False
T06,Tomato,318.0,../data/pheno4d/Tomato06/T06_0318.txt,79.35930111704465,20.407447403849254,3744.14649636104,5.0,403701.13108347374,2016,882,1198,0.21533203125,False
T06,Tomato,319.0,../data/pheno4d/Tomato06/T06_0319_a.txt,84.10239571044372,23.733371992308577,5488.702748338209,9.0,509810.76968278625,779,826,2491,0.20166015625,False
T06,Tomato,320.0,../data/pheno4d/Tomato06/T06_0320.txt,96.7783021369155,30.020849707778474,5021.654497738427,8.0,635836.9943317197,1213,1301,1582,0.317626953125,False
T06,Tomato,321.0,../data/pheno4d/Tomato06/T06_0321_a.txt,101.40139816299417,31.93039180286725,7798.752205063129,8.0,826616.0149801106,719,959,2418,0.234130859375,False
T06,Tomato,322.0,../data/pheno4d/Tomato06/T06_0322.txt,98.22739861174023,22.08998122358601,8034.997955030666,7.0,934278.8674998366,541,1221,2334,0.298095703125,False
T06,Tomato,324.0,../data/pheno4d/Tomato06/T06_0324_a.txt,138.86689274788387,18.90127818419019,13180.836390347105,4.0,1763488.872955138,539,1052,2505,0.2568359375,False
T06,Tomato,325.0,../data/pheno4d/Tomato06/T06_0325_a.txt,131.06729786530786,26.46995349493263,14213.15690764553,8.0,2130563.60461637,443,1215,2438,0.296630859375,False
T07,Tomato,305.0,../data/pheno4d/Tomato07/T07_0305_a.txt,30.66679890167677,17.574892899735623,800.6698692150057,5.0,91563.59809036882,3499,89,508,0.021728515625,False
T07,Tomato,306.0,../data/pheno4d/Tomato07/T07_0306.txt,29.403999083193035,9.468484030661417,861.2282099100948,11.0,125943.76717848719,3475,82,539,0.02001953125,False
T07,Tomato,307.0,../data/pheno4d/Tomato07/T07_0307_a.txt,31.905300717815635,23.27062649840668,1594.9252907105083,4.0,68177.30494631155,3139,138,819,0.03369140625,False
T07,Tomato,308.0,../data/pheno4d/Tomato07/T07_0308.txt,35.551002110024,4.090989172785484,290.31291528663957,4.0,22276.729921682254,3829,131,136,0.031982421875,False
T07,Tomato,309.0,../data/pheno4d/Tomato07/T07_0309_a.txt,43.64770167767219,4.782468178977566,177.21011624457952,2.0,20751.405053849325,3794,217,85,0.052978515625,False
T07,Tomato,310.0,../data/pheno4d/Tomato07/T07_0310.txt,45.943400455366756,27.124215059847668,166.00617055544535,2.0,33490.25489614766,3751,268,77,0.0654296875,False
T07,Tomato,311.0,../data/pheno4d/Tomato07/T07_0311_a.txt,48.969203054481895,5.823702704696511,28.211835479456795,2.0,94440.38964183189,3610,449,37,0.109619140625,False
T07,Tomato,312.0,../data/pheno4d/Tomato07/T07_0312.txt,46.95130386770016,5.047923078220401,225.95838629296196,5.0,66810.21550847811,3402,589,105,0.143798828125,False
T07,Tomato,313.0,../data/pheno4d/Tomato07/T07_0313_a.txt,60.91069742149466,25.078979059216454,599.7924381810634,7.0,122859.8688769588,3097,727,272,0.177490234375,False
T07,Tomato,314.0,../data/pheno4d/Tomato07/T07_0314.txt,65.55010253049261,5.309990322601395,408.3057490904579,5.0,148212.6172727079,2944,948,204,0.2314453125,False
T07,Tomato,315.0,../data/pheno4d/Tomato07/T07_0315_a.txt,69.81749909660095,4.833855667355879,648.2577275328802,10.0,184991.74108870974,2592,1200,304,0.29296875,False
T07,Tomato,316.0,../data/pheno4d/Tomato07/T07_0316.txt,83.40059710235437,6.573807020177394,940.4309608404432,7.0,305056.97414688685,2209,1487,400,0.363037109375,False
T07,Tomato,317.0,../data/pheno4d/Tomato07/T07_0317_a.txt,86.42460615934897,6.143049252397165,1923.952955655133,11.0,398948.0162778573,1816,1520,760,0.37109375,False
T07,Tomato,318.0,../data/pheno4d/Tomato07/T07_0318.txt,89.4319977622331,58.47872048113176,1706.2790489521178,4.0,543532.0413338012,1617,1843,636,0.449951171875,False
T07,Tomato,319.0,../data/pheno4d/Tomato07/T07_0319_a.txt,94.00169846821905,8.876177281253131,4847.163380767905,7.0,688819.9484929554,1180,1097,1819,0.267822265625,False
T07,Tomato,320.0,../data/pheno4d/Tomato07/T07_0320.txt,114.25629642705985,73.5633861510427,1626.4853778661438,8.0,913111.612441685,1591,1987,518,0.485107421875,False
T07,Tomato,321.0,../data/pheno4d/Tomato07/T07_0321_a.txt,123.88879606196679,11.58788504429644,5023.511505393179,6.0,1268167.1888905433,1339,1536,1221,0.375,False
T07,Tomato,322.0,../data/pheno4d/Tomato07/T07_0322.txt,143.56620258796102,306.8087535986041,4272.2201832566025,12.0,1614274.2419291695,437,2453,1206,0.598876953125,True
T07,Tomato,324.0,../data/pheno4d/Tomato07/T07_0324_a.txt,155.2271951138182,28.469457775112367,10561.821508137908,8.0,2484069.494606491,915,1645,1536,0.401611328125,False
T07,Tomato,325.0,../data/pheno4d/Tomato07/T07_0325_a.txt,161.48049120768883,193.29455332911098,7445.028153951072,15.0,2570093.6073210896,810,2183,1103,0.532958984375,True
