plant_id,species,elapsed_days,scan_date,height,stem_diameter,leaf_area,leaf_count,volume,n_soil_pts,n_stem_pts,n_leaf_pts,stem_frac_of_points,stem_leaf_boundary_low_confidence,source_filepath
T04,Tomato,10,315.0,63.28929895896181,21.394862714586225,1714.1490534539744,5.0,117148.73192155002,2819,572,705,0.1396484375,False,../data/pheno4d/Tomato04/T04_0315_a.txt
T04,Tomato,11,316.0,63.935501121852326,20.88034202538252,2197.137997006461,5.0,142844.71928800098,2582,572,942,0.1396484375,False,../data/pheno4d/Tomato04/T04_0316.txt
T04,Tomato,12,317.0,64.30239944415189,21.076257051785863,2762.9253075505344,6.0,228035.80315858667,2281,750,1065,0.18310546875,False,../data/pheno4d/Tomato04/T04_0317_a.txt
T04,Tomato,13,318.0,71.40819386861494,5.683672201134371,3996.330506148897,5.0,281669.9586723287,2169,651,1276,0.158935546875,False,../data/pheno4d/Tomato04/T04_0318.txt
T04,Tomato,14,319.0,74.6844032298718,20.41267036533145,4931.400984818654,6.0,383731.0341251679,1402,837,1857,0.204345703125,False,../data/pheno4d/Tomato04/T04_0319_a.txt
T04,Tomato,15,320.0,87.63750031399013,22.81157704150053,3140.9956516827024,10.0,530884.2845532703,1398,1733,965,0.423095703125,False,../data/pheno4d/Tomato04/T04_0320.txt
T04,Tomato,16,321.0,87.90480074983861,7.325663640362948,5147.275310839933,8.0,596688.6786410774,1176,1320,1600,0.322265625,False,../data/pheno4d/Tomato04/T04_0321_a.txt
T04,Tomato,17,322.0,99.27870228482608,40.06321128748512,6092.221582838802,8.0,834614.4783980488,604,1824,1668,0.4453125,False,../data/pheno4d/Tomato04/T04_0322.txt
T04,Tomato,19,324.0,122.9363057963401,220.2016460424907,8835.094051929937,12.0,1363428.541650775,637,1583,1876,0.386474609375,True,../data/pheno4d/Tomato04/T04_0324_a.txt
T04,Tomato,20,325.0,128.28550067429114,18.534375358823084,14829.648875950674,7.0,1722358.2832189917,516,891,2689,0.217529296875,False,../data/pheno4d/Tomato04/T04_0325_a.txt
T05,Tomato,0,305.0,38.68340023954488,19.707642175622144,8419.06059750754,4.0,159324.85187213772,65,242,3789,0.05908203125,False,../data/pheno4d/Tomato05/T05_0305_a.txt
T05,Tomato,1,306.0,45.20610115330612,5.1849140506988745,8798.151156407053,1.0,163904.9421966369,243,221,3632,0.053955078125,False,../data/pheno4d/Tomato05/T05_0306.txt
T05,Tomato,2,307.0,46.66370050392004,19.888688211955294,9214.37754145086,2.0,178833.367126535,82,321,3693,0.078369140625,False,../data/pheno4d/Tomato05/T05_0307_a.txt
T05,Tomato,3,308.0,45.8128024734217,23.56657495677439,8271.735039079696,1.0,181624.0119828848,202,376,3518,0.091796875,False,../data/pheno4d/Tomato05/T05_0308.txt
T05,Tomato,4,309.0,49.474999183086766,25.984954623795588,7809.890411018429,3.0,195306.7771453361,687,438,2971,0.10693359375,False,../data/pheno4d/Tomato05/T05_0309_a.txt
T05,Tomato,5,310.0,51.71059907441179,25.54837757349238,4841.629460960809,10.0,223429.88319623625,2099,541,1456,0.132080078125,False,../data/pheno4d/Tomato05/T05_0310.txt
T05,Tomato,6,311.0,57.5814989333976,19.166062806648284,1978.217631571747,10.0,251040.3997004815,2809,583,704,0.142333984375,False,../data/pheno4d/Tomato05/T05_0311_a.txt
T05,Tomato,7,312.0,58.99739993986532,21.48223288805872,5409.71361512583,9.0,293807.5129415739,2139,652,1305,0.1591796875,False,../data/pheno4d/Tomato05/T05_0312.txt
T05,Tomato,8,313.0,65.58049990884729,26.43916515852727,979.5435062636992,12.0,327034.8381424599,2775,803,518,0.196044921875,False,../data/pheno4d/Tomato05/T05_0313_a.txt
T05,Tomato,9,314.0,64.17650086982667,21.83999311978811,1999.4722450803931,7.0,173384.7600638356,2534,586,976,0.14306640625,False,../data/pheno4d/Tomato05/T05_0314.txt
T05,Tomato,10,315.0,75.1022024107915,16.968010867882533,1780.9880718832578,8.0,254271.6190963355,2471,900,725,0.2197265625,False,../data/pheno4d/Tomato05/T05_0315_a.txt
T05,Tomato,11,316.0,75.88829574815168,8.008831200909542,2738.467969696026,4.0,338995.89607730985,2048,979,1069,0.239013671875,False,../data/pheno4d/Tomato05/T05_0316.txt
T05,Tomato,12,317.0,86.53010157538893,14.371796491817888,4052.336894214068,4.0,485984.2999855987,1598,1080,1418,0.263671875,False,../data/pheno4d/Tomato05/T05_0317_a.txt
T05,Tomato,13,318.0,84.38089759987633,7.618334120060516,6115.25939569846,5.0,664996.7207195035,1378,918,1800,0.22412109375,False,../data/pheno4d/Tomato05/T05_0318.txt
T05,Tomato,14,319.0,102.94720526750145,6.148367074003024,6578.88153525954,6.0,859312.5975360748,1205,1133,1758,0.276611328125,False,../data/pheno4d/Tomato05/T05_0319_a.txt
T05,Tomato,15,320.0,103.69630501462052,64.81825661111988,5510.042500083644,12.0,1168932.1232761303,862,1775,1459,0.433349609375,False,../data/pheno4d/Tomato05/T05_0320.txt
T05,Tomato,16,321.0,108.94110017512958,6.57626548821236,10603.0066221199,5.0,1528487.8575386554,1005,933,2158,0.227783203125,False,../data/pheno4d/Tomato05/T05_0321_a.txt
T05,Tomato,17,322.0,139.49499797968747,74.44412093636943,9493.279139665052,12.0,1879152.694969488,557,1760,1779,0.4296875,False,../data/pheno4d/Tomato05/T05_0322.txt
T05,Tomato,19,324.0,153.4600981647391,8.764159612469241,19172.71092884981,6.0,2923269.935289985,482,888,2726,0.216796875,False,../data/pheno4d/Tomato05/T05_0324_a.txt
T05,Tomato,20,325.0,173.57200179076426,35.55506256697691,20652.99234600556,5.0,3800760.5994099504,140,1098,2858,0.26806640625,False,../data/pheno4d/Tomato05/T05_0325_a.txt
T06,Tomato,0,305.0,34.670300139083736,20.229918142228293,3425.237808940924,13.0,131264.3910939918,2360,216,1520,0.052734375,False,../data/pheno4d/Tomato06/T06_0305_a.txt
T06,Tomato,1,306.0,40.39609638945831,30.069874301925203,675.0794530956696,7.0,132218.4105802158,3291,394,411,0.09619140625,False,../data/pheno4d/Tomato06/T06_0306.txt
T06,Tomato,2,307.0,44.49680453773885,21.16269890261127,479.7336974224781,1.0,28333.483893462828,3415,375,306,0.091552734375,False,../data/pheno4d/Tomato06/T06_0307_a.txt
T06,Tomato,3,308.0,40.21600048363348,17.202635255271705,617.4590603255649,6.0,108748.71980330627,3234,416,446,0.1015625,False,../data/pheno4d/Tomato06/T06_0308.txt
T06,Tomato,4,309.0,44.30769769915537,17.658670643244815,710.019181905146,2.0,70946.6205882958,3212,428,456,0.1044921875,False,../data/pheno4d/Tomato06/T06_0309_a.txt
T06,Tomato,5,310.0,44.67970254427735,17.710629403531396,1095.300216954484,8.0,170505.64926224845,2987,484,625,0.1181640625,False,../data/pheno4d/Tomato06/T06_0310.txt
T06,Tomato,6,311.0,46.40639896563681,18.68966110596012,441.3459093783695,4.0,95236.47349305832,3209,609,278,0.148681640625,False,../data/pheno4d/Tomato06/T06_0311_a.txt
T06,Tomato,7,312.0,51.33089615443123,26.01424228712741,579.2187759971381,7.0,238164.4361600308,3018,632,446,0.154296875,False,../data/pheno4d/Tomato06/T06_0312.txt
T06,Tomato,8,313.0,53.15309854179248,41.65685904170771,1002.7943609122628,9.0,292034.8373255029,2798,740,558,0.1806640625,False,../data/pheno4d/Tomato06/T06_0313_a.txt
T06,Tomato,9,314.0,55.59309714241999,29.194002629134157,1302.4648317393066,6.0,125485.41772388518,2979,566,551,0.13818359375,False,../data/pheno4d/Tomato06/T06_0314.txt
T06,Tomato,10,315.0,62.77650268232094,22.22214338778164,1687.097067380833,8.0,183794.4124438941,2660,701,735,0.171142578125,False,../data/pheno4d/Tomato06/T06_0315_a.txt
T06,Tomato,11,316.0,71.9915988495975,21.61355402973768,1846.4252044780476,10.0,218126.45709079615,2433,880,783,0.21484375,False,../data/pheno4d/Tomato06/T06_0316.txt
T06,Tomato,12,317.0,66.94859750921069,18.09974775674645,3203.2952318563653,6.0,271142.920228528,1776,773,1547,0.188720703125,False,../data/pheno4d/Tomato06/T06_0317_a.txt
T06,Tomato,13,318.0,79.35930111704465,20.40744740384925,3744.14649636104,5.0,403701.13108347374,2016,882,1198,0.21533203125,False,../data/pheno4d/Tomato06/T06_0318.txt
T06,Tomato,14,319.0,84.10239571044372,23.733371992308577,5488.702748338209,9.0,509810.7696827863,779,826,2491,0.20166015625,False,../data/pheno4d/Tomato06/T06_0319_a.txt
T06,Tomato,15,320.0,96.7783021369155,30.020849707778478,5021.654497738427,8.0,635836.9943317197,1213,1301,1582,0.317626953125,False,../data/pheno4d/Tomato06/T06_0320.txt
T06,Tomato,16,321.0,101.40139816299416,31.93039180286725,7798.752205063129,8.0,826616.0149801106,719,959,2418,0.234130859375,False,../data/pheno4d/Tomato06/T06_0321_a.txt
T06,Tomato,17,322.0,98.22739861174024,22.08998122358601,8034.997955030666,7.0,934278.8674998366,541,1221,2334,0.298095703125,False,../data/pheno4d/Tomato06/T06_0322.txt
T06,Tomato,19,324.0,138.86689274788387,18.90127818419019,13180.836390347104,4.0,1763488.872955138,539,1052,2505,0.2568359375,False,../data/pheno4d/Tomato06/T06_0324_a.txt
T06,Tomato,20,325.0,131.06729786530786,26.46995349493263,14213.15690764553,8.0,2130563.60461637,443,1215,2438,0.296630859375,False,../data/pheno4d/Tomato06/T06_0325_a.txt
T07,Tomato,0,305.0,30.66679890167677,17.574892899735623,800.6698692150057,5.0,91563.59809036882,3499,89,508,0.021728515625,False,../data/pheno4d/Tomato07/T07_0305_a.txt
T07,Tomato,1,306.0,29.403999083193035,9.468484030661417,861.2282099100948,11.0,125943.7671784872,3475,82,539,0.02001953125,False,../data/pheno4d/Tomato07/T07_0306.txt
T07,Tomato,2,307.0,31.905300717815635,23.27062649840668,1594.9252907105083,4.0,68177.30494631155,3139,138,819,0.03369140625,False,../data/pheno4d/Tomato07/T07_0307_a.txt
T07,Tomato,3,308.0,35.551002110024,4.090989172785484,290.3129152866396,4.0,22276.72992168225,3829,131,136,0.031982421875,False,../data/pheno4d/Tomato07/T07_0308.txt
T07,Tomato,4,309.0,43.64770167767219,4.782468178977566,177.21011624457952,2.0,20751.405053849325,3794,217,85,0.052978515625,False,../data/pheno4d/Tomato07/T07_0309_a.txt
T07,Tomato,5,310.0,45.94340045536676,27.124215059847668,166.00617055544535,2.0,33490.25489614766,3751,268,77,0.0654296875,False,../data/pheno4d/Tomato07/T07_0310.txt
T07,Tomato,6,311.0,48.969203054481895,5.823702704696511,28.211835479456795,2.0,94440.38964183188,3610,449,37,0.109619140625,False,../data/pheno4d/Tomato07/T07_0311_a.txt
T07,Tomato,7,312.0,46.95130386770016,5.047923078220401,225.958386292962,5.0,66810.21550847811,3402,589,105,0.143798828125,False,../data/pheno4d/Tomato07/T07_0312.txt
T07,Tomato,8,313.0,60.91069742149466,25.07897905921645,599.7924381810634,7.0,122859.8688769588,3097,727,272,0.177490234375,False,../data/pheno4d/Tomato07/T07_0313_a.txt
T07,Tomato,9,314.0,65.55010253049261,5.309990322601395,408.3057490904579,5.0,148212.6172727079,2944,948,204,0.2314453125,False,../data/pheno4d/Tomato07/T07_0314.txt
T07,Tomato,10,315.0,69.81749909660095,4.833855667355879,648.2577275328802,10.0,184991.7410887097,2592,1200,304,0.29296875,False,../data/pheno4d/Tomato07/T07_0315_a.txt
T07,Tomato,11,316.0,83.40059710235437,6.573807020177394,940.4309608404432,7.0,305056.97414688685,2209,1487,400,0.363037109375,False,../data/pheno4d/Tomato07/T07_0316.txt
T07,Tomato,12,317.0,86.42460615934897,6.143049252397165,1923.952955655133,11.0,398948.0162778573,1816,1520,760,0.37109375,False,../data/pheno4d/Tomato07/T07_0317_a.txt
T07,Tomato,13,318.0,89.4319977622331,58.47872048113176,1706.2790489521178,4.0,543532.0413338012,1617,1843,636,0.449951171875,False,../data/pheno4d/Tomato07/T07_0318.txt
T07,Tomato,14,319.0,94.00169846821905,8.876177281253131,4847.163380767905,7.0,688819.9484929554,1180,1097,1819,0.267822265625,False,../data/pheno4d/Tomato07/T07_0319_a.txt
T07,Tomato,15,320.0,114.25629642705984,73.5633861510427,1626.4853778661438,8.0,913111.612441685,1591,1987,518,0.485107421875,False,../data/pheno4d/Tomato07/T07_0320.txt
T07,Tomato,16,321.0,123.8887960619668,11.58788504429644,5023.511505393179,6.0,1268167.1888905433,1339,1536,1221,0.375,False,../data/pheno4d/Tomato07/T07_0321_a.txt
T07,Tomato,17,322.0,143.56620258796102,306.8087535986041,4272.2201832566025,12.0,1614274.2419291695,437,2453,1206,0.598876953125,True,../data/pheno4d/Tomato07/T07_0322.txt
T07,Tomato,19,324.0,155.2271951138182,28.469457775112367,10561.821508137908,8.0,2484069.494606491,915,1645,1536,0.401611328125,False,../data/pheno4d/Tomato07/T07_0324_a.txt
T07,Tomato,20,325.0,161.48049120768883,193.29455332911095,7445.028153951072,15.0,2570093.6073210896,810,2183,1103,0.532958984375,True,../data/pheno4d/Tomato07/T07_0325_a.txt
